问题 ID,说明,状态,严重性,故事点,项目路径,位置种类,路径,折线图,列,事件 ID,帮助链接,程序集名称,程序集版本,程序集公钥,片段
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,220,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.Controls.Add(this._lblFileSize);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,219,12,T:System.Windows.Forms.ProgressBar,,,,,this.Controls.Add(this._progressBar);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,219,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.Controls.Add(this._progressBar);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,219,12,P:System.Windows.Forms.Control.Controls,,,,,this.Controls.Add(this._progressBar);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,219,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.Controls.Add(this._progressBar);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,218,12,T:System.Windows.Forms.Label,,,,,this.Controls.Add(this._lblProgress);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,218,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.Controls.Add(this._lblProgress);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,218,12,P:System.Windows.Forms.Control.Controls,,,,,this.Controls.Add(this._lblProgress);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,218,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.Controls.Add(this._lblProgress);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,217,12,T:System.Windows.Forms.Button,,,,,this.Controls.Add(this._btnAccept);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,217,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.Controls.Add(this._btnAccept);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,217,12,P:System.Windows.Forms.Control.Controls,,,,,this.Controls.Add(this._btnAccept);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,217,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.Controls.Add(this._btnAccept);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,216,12,T:System.Windows.Forms.Button,,,,,this.Controls.Add(this._btnReject);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,216,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.Controls.Add(this._btnReject);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,216,12,P:System.Windows.Forms.Control.Controls,,,,,this.Controls.Add(this._btnReject);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,216,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.Controls.Add(this._btnReject);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,215,12,T:System.Windows.Forms.Button,,,,,this.Controls.Add(this._btnClose);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,215,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.Controls.Add(this._btnClose);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,215,12,P:System.Windows.Forms.Control.Controls,,,,,this.Controls.Add(this._btnClose);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,215,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.Controls.Add(this._btnClose);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,214,12,P:System.Windows.Forms.Form.ClientSize,,,,,"this.ClientSize = new System.Drawing.Size(400, 230);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,213,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,213,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,213,12,F:System.Windows.Forms.AutoScaleMode.Font,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,213,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,213,12,P:System.Windows.Forms.ContainerControl.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,212,12,P:System.Windows.Forms.ContainerControl.AutoScaleDimensions,,,,,"this.AutoScaleDimensions = new System.Drawing.SizeF(8F, 16F);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,210,12,T:System.Windows.Forms.Button,,,,,this._btnClose.Click += new System.EventHandler(this.BtnClose_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,210,12,E:System.Windows.Forms.Control.Click,,,,,this._btnClose.Click += new System.EventHandler(this.BtnClose_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,209,12,T:System.Windows.Forms.Button,,,,,this._btnClose.Visible = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,209,12,P:System.Windows.Forms.Control.Visible,,,,,this._btnClose.Visible = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,208,12,T:System.Windows.Forms.Button,,,,,this._btnClose.UseVisualStyleBackColor = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,208,12,P:System.Windows.Forms.ButtonBase.UseVisualStyleBackColor,,,,,this._btnClose.UseVisualStyleBackColor = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,207,12,T:System.Windows.Forms.Button,,,,,"this._btnClose.Text = ""关闭"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,207,12,P:System.Windows.Forms.ButtonBase.Text,,,,,"this._btnClose.Text = ""关闭"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,206,12,T:System.Windows.Forms.Button,,,,,this._btnClose.TabIndex = 7;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,206,12,P:System.Windows.Forms.Control.TabIndex,,,,,this._btnClose.TabIndex = 7;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,205,12,T:System.Windows.Forms.Button,,,,,"this._btnClose.Size = new System.Drawing.Size(100, 30);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,205,12,P:System.Windows.Forms.Control.Size,,,,,"this._btnClose.Size = new System.Drawing.Size(100, 30);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,204,12,T:System.Windows.Forms.Button,,,,,"this._btnClose.Name = ""_btnClose"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,204,12,P:System.Windows.Forms.Control.Name,,,,,"this._btnClose.Name = ""_btnClose"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,203,12,T:System.Windows.Forms.Button,,,,,"this._btnClose.Location = new System.Drawing.Point(175, 180);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,203,12,P:System.Windows.Forms.Control.Location,,,,,"this._btnClose.Location = new System.Drawing.Point(175, 180);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,201,12,T:System.Windows.Forms.Button,,,,,this._btnReject.Click += new System.EventHandler(this.BtnReject_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,201,12,E:System.Windows.Forms.Control.Click,,,,,this._btnReject.Click += new System.EventHandler(this.BtnReject_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,200,12,T:System.Windows.Forms.Button,,,,,this._btnReject.UseVisualStyleBackColor = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,200,12,P:System.Windows.Forms.ButtonBase.UseVisualStyleBackColor,,,,,this._btnReject.UseVisualStyleBackColor = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,199,12,T:System.Windows.Forms.Button,,,,,"this._btnReject.Text = ""拒绝"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,199,12,P:System.Windows.Forms.ButtonBase.Text,,,,,"this._btnReject.Text = ""拒绝"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,198,12,T:System.Windows.Forms.Button,,,,,this._btnReject.TabIndex = 6;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,198,12,P:System.Windows.Forms.Control.TabIndex,,,,,this._btnReject.TabIndex = 6;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,197,12,T:System.Windows.Forms.Button,,,,,"this._btnReject.Size = new System.Drawing.Size(100, 30);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,197,12,P:System.Windows.Forms.Control.Size,,,,,"this._btnReject.Size = new System.Drawing.Size(100, 30);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,196,12,T:System.Windows.Forms.Button,,,,,"this._btnReject.Name = ""_btnReject"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,196,12,P:System.Windows.Forms.Control.Name,,,,,"this._btnReject.Name = ""_btnReject"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,195,12,T:System.Windows.Forms.Button,,,,,"this._btnReject.Location = new System.Drawing.Point(230, 180);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,195,12,P:System.Windows.Forms.Control.Location,,,,,"this._btnReject.Location = new System.Drawing.Point(230, 180);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,193,12,T:System.Windows.Forms.Button,,,,,this._btnAccept.Click += new System.EventHandler(this.BtnAccept_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,193,12,E:System.Windows.Forms.Control.Click,,,,,this._btnAccept.Click += new System.EventHandler(this.BtnAccept_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,192,12,T:System.Windows.Forms.Button,,,,,this._btnAccept.UseVisualStyleBackColor = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,192,12,P:System.Windows.Forms.ButtonBase.UseVisualStyleBackColor,,,,,this._btnAccept.UseVisualStyleBackColor = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,191,12,T:System.Windows.Forms.Button,,,,,"this._btnAccept.Text = ""接受"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,191,12,P:System.Windows.Forms.ButtonBase.Text,,,,,"this._btnAccept.Text = ""接受"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,190,12,T:System.Windows.Forms.Button,,,,,this._btnAccept.TabIndex = 5;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,190,12,P:System.Windows.Forms.Control.TabIndex,,,,,this._btnAccept.TabIndex = 5;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,189,12,T:System.Windows.Forms.Button,,,,,"this._btnAccept.Size = new System.Drawing.Size(100, 30);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,189,12,P:System.Windows.Forms.Control.Size,,,,,"this._btnAccept.Size = new System.Drawing.Size(100, 30);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,188,12,T:System.Windows.Forms.Button,,,,,"this._btnAccept.Name = ""_btnAccept"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,188,12,P:System.Windows.Forms.Control.Name,,,,,"this._btnAccept.Name = ""_btnAccept"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,187,12,T:System.Windows.Forms.Button,,,,,"this._btnAccept.Location = new System.Drawing.Point(120, 180);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,187,12,P:System.Windows.Forms.Control.Location,,,,,"this._btnAccept.Location = new System.Drawing.Point(120, 180);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,185,12,T:System.Windows.Forms.Label,,,,,"this._lblProgress.Text = ""进度: 0%"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,185,12,P:System.Windows.Forms.Label.Text,,,,,"this._lblProgress.Text = ""进度: 0%"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,184,12,T:System.Windows.Forms.Label,,,,,this._lblProgress.TabIndex = 4;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,184,12,P:System.Windows.Forms.Control.TabIndex,,,,,this._lblProgress.TabIndex = 4;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,183,12,T:System.Windows.Forms.Label,,,,,"this._lblProgress.Size = new System.Drawing.Size(70, 17);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,183,12,P:System.Windows.Forms.Control.Size,,,,,"this._lblProgress.Size = new System.Drawing.Size(70, 17);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,182,12,T:System.Windows.Forms.Label,,,,,"this._lblProgress.Name = ""_lblProgress"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,182,12,P:System.Windows.Forms.Control.Name,,,,,"this._lblProgress.Name = ""_lblProgress"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,181,12,T:System.Windows.Forms.Label,,,,,"this._lblProgress.Location = new System.Drawing.Point(20, 145);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,181,12,P:System.Windows.Forms.Control.Location,,,,,"this._lblProgress.Location = new System.Drawing.Point(20, 145);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,180,12,T:System.Windows.Forms.Label,,,,,this._lblProgress.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,180,12,P:System.Windows.Forms.Label.AutoSize,,,,,this._lblProgress.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,178,12,T:System.Windows.Forms.ProgressBar,,,,,this._progressBar.TabIndex = 3;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,178,12,P:System.Windows.Forms.Control.TabIndex,,,,,this._progressBar.TabIndex = 3;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,177,12,T:System.Windows.Forms.ProgressBar,,,,,"this._progressBar.Size = new System.Drawing.Size(360, 25);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,177,12,P:System.Windows.Forms.Control.Size,,,,,"this._progressBar.Size = new System.Drawing.Size(360, 25);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,176,12,T:System.Windows.Forms.ProgressBar,,,,,"this._progressBar.Name = ""_progressBar"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,176,12,P:System.Windows.Forms.Control.Name,,,,,"this._progressBar.Name = ""_progressBar"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,175,12,T:System.Windows.Forms.ProgressBar,,,,,"this._progressBar.Location = new System.Drawing.Point(20, 110);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,175,12,P:System.Windows.Forms.Control.Location,,,,,"this._progressBar.Location = new System.Drawing.Point(20, 110);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,173,12,T:System.Windows.Forms.Label,,,,,this._lblFileSize.TabIndex = 2;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,173,12,P:System.Windows.Forms.Control.TabIndex,,,,,this._lblFileSize.TabIndex = 2;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,172,12,T:System.Windows.Forms.Label,,,,,"this._lblFileSize.Size = new System.Drawing.Size(100, 17);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,172,12,P:System.Windows.Forms.Control.Size,,,,,"this._lblFileSize.Size = new System.Drawing.Size(100, 17);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,171,12,T:System.Windows.Forms.Label,,,,,"this._lblFileSize.Name = ""_lblFileSize"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,171,12,P:System.Windows.Forms.Control.Name,,,,,"this._lblFileSize.Name = ""_lblFileSize"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,170,12,T:System.Windows.Forms.Label,,,,,"this._lblFileSize.Location = new System.Drawing.Point(20, 75);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,170,12,P:System.Windows.Forms.Control.Location,,,,,"this._lblFileSize.Location = new System.Drawing.Point(20, 75);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,169,12,T:System.Windows.Forms.Label,,,,,this._lblFileSize.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,169,12,P:System.Windows.Forms.Label.AutoSize,,,,,this._lblFileSize.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,167,12,T:System.Windows.Forms.Label,,,,,this._lblFileName.TabIndex = 1;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,167,12,P:System.Windows.Forms.Control.TabIndex,,,,,this._lblFileName.TabIndex = 1;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,166,12,T:System.Windows.Forms.Label,,,,,"this._lblFileName.Size = new System.Drawing.Size(100, 17);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,166,12,P:System.Windows.Forms.Control.Size,,,,,"this._lblFileName.Size = new System.Drawing.Size(100, 17);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,165,12,T:System.Windows.Forms.Label,,,,,"this._lblFileName.Name = ""_lblFileName"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,165,12,P:System.Windows.Forms.Control.Name,,,,,"this._lblFileName.Name = ""_lblFileName"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,164,12,T:System.Windows.Forms.Label,,,,,"this._lblFileName.Location = new System.Drawing.Point(20, 50);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,164,12,P:System.Windows.Forms.Control.Location,,,,,"this._lblFileName.Location = new System.Drawing.Point(20, 50);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,163,12,T:System.Windows.Forms.Label,,,,,this._lblFileName.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,163,12,P:System.Windows.Forms.Label.AutoSize,,,,,this._lblFileName.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,161,12,T:System.Windows.Forms.Label,,,,,this._lblInfo.TabIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,161,12,P:System.Windows.Forms.Control.TabIndex,,,,,this._lblInfo.TabIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,160,12,T:System.Windows.Forms.Label,,,,,"this._lblInfo.Size = new System.Drawing.Size(200, 18);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,160,12,P:System.Windows.Forms.Control.Size,,,,,"this._lblInfo.Size = new System.Drawing.Size(200, 18);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\FileTransferDialog.cs,159,12,T:System.Windows.Forms.Label,,,,,"this._lblInfo.Name = ""_lblInfo"";"
